product_link,title,brand,price,discount,avg_rating,total_ratings
https://www.flipkart.com/walkaroo-running-shoes-women/p/itm89b18bc1494aa?pid=SHOHHGJM6HHSZAAZ&lid=LSTSHOHHGJM6HHSZAAZJYAN92&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_36&otracker=search&otracker1=search&fm=Search&iid=7f6e72ba-7d35-4491-b913-235280094930.SHOHHGJM6HHSZAAZ.SEARCH&ppt=sp&ppn=sp&ssid=0j8azcvw400000001762758262190&qH=32e27b1148959538,Running Shoes For Women,WALKAROO ,899,,,
https://www.flipkart.com/avant-ariel-outdoor-sports-shoes-enhanced-grip-tpr-outsole-running-women/p/itm7bcf6a0013598?pid=SHOGWMGYYNH8UVEF&lid=LSTSHOGWMGYYNH8UVEFOBXRFQ&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_38&otracker=search&otracker1=search&fm=Search&iid=en_cYuicL4I37zQH7DqQESxs_zA2bU_dBeepupu35tDkaQiOHJvNVfPU63ZcfgUQDCwZ4fzmQW2OVoshCQVx1EXPwAlvNo-tguW1XjLLiPm_o8%3D&ppt=sp&ppn=sp&ssid=0j8azcvw400000001762758262190&qH=32e27b1148959538,Ariel Outdoor Sports Shoes with Enhanced Grip TPR Outsole Running Shoes For Women,AVANT ,825,0.41,4.2,197
https://www.flipkart.com/fabbmate-casual-sports-sneakers-women/p/itma5fcb289f70ae?pid=SHOHF5MMFG9F4FQR&lid=LSTSHOHF5MMFG9F4FQR7MVSO7&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_1_40&otracker=search&otracker1=search&fm=Search&iid=7f6e72ba-7d35-4491-b913-235280094930.SHOHF5MMFG9F4FQR.SEARCH&ppt=sp&ppn=sp&ssid=0j8azcvw400000001762758262190&qH=32e27b1148959538,Fabbmate Casual Sports Sneakers For Women,Fabbmate ,448,0.55,4,14689
https://www.flipkart.com/fabbmate-trendy-sports-walking-memory-foam-running-shoes-women/p/itm68ab71f052daf?pid=SHOGH3Y2HCCEP8BB&lid=LSTSHOGH3Y2HCCEP8BBRSWK65&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_43&otracker=search&otracker1=search&fm=Search&iid=ad11a4e9-f48d-4430-af53-ea12065dacec.SHOGH3Y2HCCEP8BB.SEARCH&ppt=sp&ppn=sp&ssid=wb3k94z0e80000001762758264258&qH=32e27b1148959538,"Trendy Sports,Walking - Memory Foam Running Shoes For Women",Fabbmate ,373,0.53,4,131293
https://www.flipkart.com/puma-conduct-pro-running-shoes-women/p/itm3adcb51a4a7c8?pid=SHOHHE9P3FGB5UEY&lid=LSTSHOHHE9P3FGB5UEYJNQFGD&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_44&otracker=search&otracker1=search&fm=Search&iid=ad11a4e9-f48d-4430-af53-ea12065dacec.SHOHHE9P3FGB5UEY.SEARCH&ppt=sp&ppn=sp&ssid=wb3k94z0e80000001762758264258&qH=32e27b1148959538,Conduct Pro Running Shoes For Women,PUMA ,8499,,,
https://www.flipkart.com/asian-firefly-10-pink-sports-training-gym-walking-stylish-walking-shoes-women/p/itm47a04e96fe263?pid=SHOGHHFGCJRFZJKZ&lid=LSTSHOGHHFGCJRFZJKZVNH4HM&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_45&otracker=search&otracker1=search&fm=Search&iid=ad11a4e9-f48d-4430-af53-ea12065dacec.SHOGHHFGCJRFZJKZ.SEARCH&ppt=sp&ppn=sp&ssid=wb3k94z0e80000001762758264258&qH=32e27b1148959538,"Firefly-10 Pink Sports,Training,Gym,Walking,Stylish Walking Shoes For Women",asian ,781,0.47,4.2,10924
https://www.flipkart.com/reebok-walking-shoes-women/p/itm6970685e724a7?pid=SHOGYVZPYAHYTFK6&lid=LSTSHOGYVZPYAHYTFK6FNGHJP&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_46&otracker=search&otracker1=search&fm=Search&iid=ad11a4e9-f48d-4430-af53-ea12065dacec.SHOGYVZPYAHYTFK6.SEARCH&ppt=sp&ppn=sp&ssid=wb3k94z0e80000001762758264258&qH=32e27b1148959538,Walking Shoes For Women,REEBOK ,1935,0.46,4.3,113
https://www.flipkart.com/campus-annie-women-s-casual-shoes-sock-like-fit-integrated-foamlite-tech-slip-walking-women/p/itm49516edb35b9a?pid=SHOGHU8DDCZHH4W2&lid=LSTSHOGHU8DDCZHH4W2NHOXGS&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_49&otracker=search&otracker1=search&fm=Search&iid=ad11a4e9-f48d-4430-af53-ea12065dacec.SHOGHU8DDCZHH4W2.SEARCH&ppt=sp&ppn=sp&ssid=wb3k94z0e80000001762758264258&qH=32e27b1148959538,ANNIE Women's Casual Shoes | Sock-Like Fit | Integrated FoamLite Tech | Slip On Walking Shoes For Women,CAMPUS ,970,0.3,4.2,51667
https://www.flipkart.com/campus-women-s-sports-shoes-breathable-mesh-upper-cushioned-insole-lace-up-running-women/p/itm363ce53b5f21f?pid=SHOH4Y8FKFNGVHG4&lid=LSTSHOH4Y8FKFNGVHG4PQZT9Z&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_50&otracker=search&otracker1=search&fm=Search&iid=ad11a4e9-f48d-4430-af53-ea12065dacec.SHOH4Y8FKFNGVHG4.SEARCH&ppt=sp&ppn=sp&ssid=wb3k94z0e80000001762758264258&qH=32e27b1148959538,Women's Sports Shoes | Breathable Mesh Upper & Cushioned Insole | Lace-Up Running Shoes For Women,CAMPUS ,1142,0.42,4.4,4343
https://www.flipkart.com/asian-sneakers-gym-sports-casual-walking-stylish-destiny-04-running-shoes-women/p/itm816dfc70d0a81?pid=SHOH5Z56THXXHKN4&lid=LSTSHOH5Z56THXXHKN4TY4UJW&marketplace=FLIPKART&q=sports+shoes+for+women&store=osp%2Fiko%2Fd20&srno=s_2_53&otracker=search&otracker1=search&fm=Search&iid=ad11a4e9-f48d-4430-af53-ea12065dacec.SHOH5Z56THXXHKN4.SEARCH&ppt=sp&ppn=sp&ssid=wb3k94z0e80000001762758264258&qH=32e27b1148959538,"Sneakers,Gym,Sports,Casual,Walking,Stylish Destiny-04 Running Shoes For Women",asian ,832,0.38,4,10240
